data/traincats.pt
9	10.213443462371826
8	9.6474638338089
7	9.274277556419372
6	9.226600604057312
5	9.153017004966737
4	9.10797689151764
3	9.119277599334717
29	10.969747661590576
28	10.903620548248291
27	10.838146598815918
26	10.818895095825196
25	10.734060888290406
24	10.844325958251954
23	10.80390665245056
22	10.872758769989014
21	10.764346879959106
20	10.70418190574646
2	9.032829624176026
19	10.540499984741212
18	10.639695003509521
17	10.482165929794311
16	10.68789674282074
15	10.690762273788453
14	10.418260598182679
13	10.332292293548583
12	10.104488454818725
11	10.456684047698975
10	10.299196866989135
1	8.912084525108337
0	7.855293880462646
